,utterance,category
328567,오늘도 건강하고 오늘도 좋은 하루 보내세요 ,기타
328568,깔라만 시랑 콜라겐이랑 같이 먹어도 괜찬을까요 ,기타
328569,각각의 상품들이 고객님의 체질에만 맞으시다면 큰 문제는 없습니다 ,기타
328570,연락받고 여기에 남기면 되는 건지 ,기타
328571,네 양해해주셔서 감사합니다 ,기타
328572,전자렌지 돌릴 때 비닐 살짝 뜯고 돌려야 하나요 ,기타
328573,저희 고온어다이어트 도시락 용기는 안심포장용기로 공인기관의 인체 안전성 테스트를 거친 안전한 용기 이니 걱정 마시구 요 일반전기렌지 소비전력 700W 기준으로 약 4분이기 때문에 요즘 오븐용 전기렌지가 많아 소비전력이 좋은 렌지를 사용하실 수 있기 때문에 포장팩을 살짝 뜯은 후 사용시간을 2분 30초 3분으로 줄여서 데워드 시면 되요 ,기타
328574,아래에 비밀글로 새벽에 문의한 거저보다 늦게 문의하신 글에도 댓글 달렷는데 왜 답안해주죠 ,기타
328575,오늘 출고 가능 여부가 확실치 않아서 상황 지켜보느라 다른 분 답변 먼저 달아드렸어요 ,기타
328576,AS는 어떻게 받나요 ,기타
328577,네 A    S는 저희 쪽으로 문의주시면 되십니다   일리 이태리 본사 정품 맞습니다 ,기타
328578,뚜껑이 열려서 새서왔네요 줄 줄다 흘러서요 어떻게 보상되나요 ,기타
328579,먼저 죄송하구요   전체가 다 그런지 아니면 몇 병이 그런지 알려주시구요 ,기타
328580,깔라만시가 어디에 좋나용 ,기타
328581,깔라만시는 레몬보다 비타민C가 많이 들어있다고 해요 ,기타
328582,이거 어떻게 하나요 ,기타
328583,상품 정상적으로 출고되었으나 배송사의 사정으로 금일 배송될 예정이라고 하십니다 ,기타
328584,근육량을 늘리기 위해서산 건데 하루에 삼시 세끼다 먹는 거보단 하루에 한 개 정도씩 먹으면 되나요 ,기타
328585,근육량을 늘리기 위한 식단으로는 저희 고온도시락은 아침이나 저녁 중 한 끼 정도 만드시고 근육 늘리기에 좋은 단백질이 높은 식단을 겸하시면 좀 더 효과를 보시기 좋으십니다 ,기타
328586,소스 두 개 딸려왔던 데 어디에 뿌려 먹는 건가요 ,기타
328587,간장소스는 곤드레나물밥과 함께 드시는 소스로 기호에 맞게 뿌려드시면 맛있게 드실 수 있으시구요 ,기타
328588,상품 잘못 온 것만 교환 처리했는데 박스 안에 보니 찹쌀까지 같이 왔네요 찹쌀 어떻하면 되죠 ,기타
328589,진심으로 또 불편드려 죄송하게 되었습니다 ,기타
328590,이거 어떻게 보상해주시나요 ,기타
328591,주문하신 상품 배송 실수로 상품 파손되어 죄송합니다면 추가로 발송 처리해드리겠습니다 ,기타
328592,얼음팩 2개가 다 녹으니 사은품은 수량에 상관없이 200G 1팩입니까 ,기타
328593,요새 날씨가 폭염이라 금방 녹나 봐요 사은품은 2      3번 나눠서 주문하셔도 저희가 합포장으로 정리되어 발송이 됩니다 ,기타
328594,냉장 보관만 가능한데 받고 나서 유통기한이 몇 일인가요 ,기타
328595,냉동 보관시 6개월이며 냉장 보관시 2      3일 안에 드시기 바랍니다 ,기타
328596,제품 보내실 때 박에 오메가 3달랑 하나 넣으니 터지는 거 아닐까요 ,기타
328597,확인해볼게요,기타
328598,1번 2번 추가 안 되나요 ,기타
328599,아쉽게도 100개 한정으로 진행했던 행사로 현재는 마감되어서 요 또 좋은 기회를 마련해서 행사 진행되길 건의 드려보겠습니다 ,기타
328600,애초에 판매가 안 되게 막았어야 하는 거 아닌가요 ,기타
328601,먼저 이용에 불편을 드린 점 너무나 죄송해요 ,기타
328602,전자레인지 4분이라고 적혀 있는데 냉동실에서 꺼내서해 동안 하고 바로 4분인가요 ,기타
328603,해동안 하시고 비닐은 뜯지 마시고 전자렌지 4분 돌리시거나 끓는 물에 통째로 넣어서 15분 가데워서 드시면 되요 ,기타
328604,영양정보에 당이 조금 포함되어 있던데 혹시 설탕이나 단맛을 내는 감미료가 섞인 오트밀인 가용 ,기타
328605,당사퀵오트밀은 오트밀 100퍼센트 제품은 첨가물은 들어가지 않았습니다 ,기타
328606,여름에도 실온 보관인가요 ,기타
328607,네 실온 보관하셔도 되요 ,기타
328608,저렴하게 구매하고 타이어 너트 분말까지 받고 숟가락 보니 얼마만큼 먹어야 하나요 ,기타
328609,저희 바로 푸드 제품인 타이거넛츠 분말은 200ML 기준으로 10      20G 넣어서 하루에 두 잔 정도 섭취하는 것을 추천해 드리고 있어요 ,기타
328610,껍질 채 착즙한 것보다 과육만한 게 더 좋은 건가요 ,기타
328611,네 껍질까지 착즙한 것이 영양성분 자체는 좀 더 들어있을 수 있으나 원액만 착즙한 것이 맛이 더 깔끔하게 느껴질 수 있어요 ,기타
328612,사진 어제 안내주신 번호로 보냈는데요 어떻게 처리해주시는 건가요 ,기타
328613,넵 오늘 다시 깔라한 팩 보내드릴게요 ,기타
328614,저 잘못 시켰는데 어쪄죠 ,기타
328615,주문 제작 시작하여 중단 어려운 점 양해 부탁드려요 ,기타
328616,팔찌에 꽃잎 파리 하나가 빠졌는데 수리를 어디로 보내야 되나요 ,기타
328617,옵션 옵션 명 1  맥심 모카골드 320T   아이스박스 확인 후 재문의 부탁드립니다 ,기타
328618,해감은 어떻게 해요 ,기타
328619,네 새꼬막만 조금 해주시면 되세요 ,기타
333048,택배기사가 오늘 배송된다는 문자를 보냈습니다   김치 가져오면 반품 처리됐으니까 기사 편으로 다시 돌려보내면 되지요 ,기타
333049,해당 건수 취거부해 주시면 됩니다 ,기타
333050,저번 주 토요일 교체 건으로 방문 주신 다 하셨는데   안 오셔서요   택배기사님이 직접 가져가는 거 맞죠 ,기타
333051,네 택배사가 토요일 휴무로 회수 및 배송이 않되신 것으로 확인되셨으며 오늘 다시 배송 출발 중 이시니 오늘 중으로 회수 및 배송되어질 것으로 보이십니다 ,기타
333052,반품하고 싶은 대요 샘플은 하나도 안 뜯었고 제품도 안 뜯었어요 그러면 박스에 오천원만 넣어서 보내면 될까요 ,기타
333053,네 맞습니다   택배 비동봉하여 착불로 보내주시면 됩니다 ,기타
333054,제가 반품 신청하지 않아도 되는 거지요 ,기타
333055,네 해당 제품 수거 후 환불될 예정입니다 ,기타
333056,전체 교환은 되고 부서 져 먹지도 못하는 면만은 교환이 안 된다는 게 말이 되나요 ,기타
333057,면은 파손 많은 상품이라서요면 제품 보낼시 파손 위험 두 잇구요 사은품이라 본 상품과 같이 맞교환 처리 가능합니다 ,기타
333058,반품요청은 거절하신 상태에서 배송 진행하시고 기사님은 반품 수거해 가시겠다고 연락 오셨네요   전산상에는 반품 처리도 안 된 상태인데 물건만 회수해 가시나요 ,기타
333059,제품이 회수되어야 반품 처리가 가능합니다   회수 후 처리해드리겠습니다 ,기타
333060,마시다가 깜짝 놀랬네요 나머지 20병은 확인 못했는데 확인 후요청하면 따로 보내주시나요 ,기타
333061,확인 후 수량을 알려주시면 재발송해드리겠습니다   안전한 배송이 될 수 있도록 더욱 노력하겠습니다 ,기타
333062,일부 미 배송하신 거 수거 후 반품 처리해주신다고 했는데 택배업체에서 반품수거하러 오는 거 맞죠 ,기타
333063,네 수거접수 되었으며 입고 후 검수환불 하겟습니다 ,기타
333064,안심환불이 안 된다고 하는데 어찌해야 할까요 ,기타
333065,환불 처리되었습니다 ,기타
333066,택배사가 알아서 저희 집으로 오신다는 거죠 ,기타
333067,해당 건은 당사에서 회수 접수를 진행하여 고객님께서 별도의 반송처리를 하지 않으셔도 괜찮습니다 ,기타
333068,택배회사에서 연락와서 반품 신청했고 재발송해달라고 업체에 전달한다고 했는데 연락이 제대로 간 게 맞나요 ,기타
333069,어제 택배 발송했어요 ,기타
333070,배송 지연으로 인해 반품해주신다고 해서 반품요청  눌렀는데 이렇게 하면 되는가요 ,기타
333071,네 화요일에 처리해드리겠습니다 ,기타
333072,콜라 한 박스하고 4캔 더 추가해서 총 28캔인데 이렇게 배송 보내주시는 거 맞죠 ,기타
333073,어제 교환상품 발송하였습니다 한 박스가 24캔이여서 4캔을 따로 보내드리기가 어려웠습니다 ,기타
333074,5개 다시 보내주시고 맞교환으로 하면 되는 거죠 ,기타
333075,금일 맞교환요청되었음을 안 내드립니다 ,기타
333076,다 녹아서 반품 신청해놨는데 그대로 박스 보관해서 보내면 되죠 ,기타
333077,배송이 길어지면서 녹은 듯합니다   냉동 보관 후 반품 회수 택배기사님이 오시면 받으신 박스에 넣어서 보내주세요 ,기타
333078,상품 파손된 거환불 받으려면 박스 운송장 사진을 찍어서 보내라고 하셨는데 운송장을 이미 폐기해버려서 없는데 상품 파손 사진 찍은 것만 있는데 그것만 보내면 안 되나요 ,기타
333079,네 상품 사진만이라도 전송해 주시면 감사하겠습니다 ,기타
333080,제품 파손으로 상담원이랑 통화했을 때 따로 환불받지 않고 다음 배송 때 안심배송해주기로 했던 내용 기억하고 계시죠 ,기타
333081,네 기억하고 있습니다 안심 포장으로 출고해 드리겠습니다 ,기타
333082,빠른 답변 부탁드립니다   택배 맞교환인 거죠 ,기타
333083,상품 입고 후 빠른 교환 발송해드리겟습니다 ,기타
333084,수거 전택배기사님이 연락주고 가시는 거겠죠 ,기타
333085,넵 반품요청하신 건들은 월요일날 정상 접수될 겁니다 특수성형 포장은 산소차단률이 0  9CC 밖에 되지 않아요 고기가 검게 보이지만 포장을 뜯으면 금새 빨갛게 돌아오거든요 ,기타
333086,이거는 배송이 너무 오래 걸려서 취소하고 싶은데 그냥 환불 요청하면 되는 건가요 ,기타
333087,운송장 채 번 되셔서 출고되셨기에 반품 처리 진행 가능하나 왕복 택배비 5천원 부담되요 ,기타
333088,판매자가 상품 취소요청했는데 운송장 번호가 나와서 취소가 안 되요   반품으로 하면 되나요 ,기타
333089,주문하신 상품은 오늘 자에 발송되었습니다 반품 시에는 왕복 택배비가 발생되는 점 양해 부탁드립니다 ,기타
333090,반품하려고 하니 언능 연락주세요 바로 반품하면 되는 거예요 ,기타
333091,시래기를 확인했습니다 제품의 향이 겨울보다는 차츰 차츰 변색이 됩니다 ,기타
333092,오늘 좀 전에 택배로 도착했는데 하나가 터져서 박스가 다 젖었네요   나중에 재구매 시 하나 더 챙겨주신다고 하셨는데 맞나요 ,기타
333093,재구매 시 게시판을 통해요청주시면 이번에 터진 거 추가로 넣어서 발송하겠습니다 ,기타
333094,추후에 다시 보내주시는 것 맞죠 ,기타
333095,처음에 보내드렸던 상품은 기사님께서 고객님께 배송하지 않고 바로 반송 처리되도록 진행해 놓았습니다 ,기타
333096,공지사항 참조했는데 환불을 해준다는 건가요 ,기타
333097,파손 건은 사진 접수 후 확인이 되면 부분 환불 처리를 해드리고 있는데 혹시 처리가 안 된 경우라면 사진 전송 시 수령인이나 운송장 번호가 없을 경우는 어떤 고객님인지 몰라서 처리가 지연되는 경우는 있어요 ,기타
381874,블론드 10개는 40개로 왔고 파이크는 없고 룽고 30개가 오고 교환이나 환불 뭐가 빠른 가요 ,기타
381875,현재 베로나 파이크가 현지에서 공급이 원활하지 못해 대체하여 보내드리고 있어요 ,기타
381876,어쩔 수 없이 먹는다 해도 oo 아닌 캡슐 1줄은 환불 처리해 주셔야 하지 않나요 ,기타
381877,현재 베로나 파이크가 현지에서 공급이 원활하지 못해 대체하여 보내드리고 있어요 ,기타
381878,상품명에 10퍼센트  15퍼센트 써 있는데 쿠폰은 따로 없어요 ,기타
381879,문의 주신 쿠폰은 익일부터 적용 가능하시다고 하니 구매 시 참고 부탁드리겠습니다 ,기타
381880,VIP 회원인데 VIP 쿠폰받아도 적용이 안 되는데 왜 그런 건가요 ,기타
381881,VIP 식품 쿠폰으로 다시 다운받아주세요   보통 생필품 쿠폰으로 잘못 받으시는 경우가 많은 것 같습니다 ,기타
381882,중복 쿠폰 저만 적용 안되나 용 ,기타
381883,자연의 품격 건강한 세상을 위한 아름다운 동행 먼저 늦게 답변 드리게 되어 죄송합니다 ,기타
381884,쿠폰 적용이 안 되는데요 ,기타
381885,쿠폰은 다운로드 후 적용 가능한 상품입니다   제품 주문에 참고 부탁드립니다 ,기타
381886,쿠폰 다운저만 안 보이나요 ,기타
381887,오전 10시 이후 복구 가능할 것으로 예상됩니다 ,기타
381888,쿠폰 다운저만 안 보이나요 ,기타
381889,현재 쿠폰 적용에 일시적으로 오류가 있는 것으로 확인됩니다   오전 10시 이후 복구 가능할 것으로 예상됩니다 ,기타
381890,15퍼센트 쿠폰 왜 사용이 안 되죠 ,기타
381891,해당 제품은 쿠폰 사용이 되지 않는 상품입니다   구매 및 이용에 참고해 주시기 바랍니다 ,기타
381892,20퍼 쿠폰 적용 안되나요 ,기타
381893,콜센터로 문의 부탁드려요 ,기타
381894,oooo 20퍼센트 쿠폰 어디서 받아요 ,기타
381895,설명은 상세 페이지 제일 위에 나와 있어요 ,기타
381896,스벅 쿠폰 해당되는 건가요 ,기타
381897,문의하신 제품이 올레오코코아브라운이라고 하셨는데 해당 제품은 저희와 무관한 것 같으니 재확인 부탁드리겠습니다 ,기타
381898,땡스페스티벌 쿠폰 적용이 안 되는데 왜 그러는 건가요 ,기타
381899,문의주 신 내용 확인해보니 PC 바로가기 설정을 통하시거나 어플로 구매 시에만 적용 가능한 쿠폰으로 확인됩니다 ,기타
381900,쿠폰이 어딨어요 ,기타
381901,현재 쿠폰 적용에 일시적으로 전산상 오류가 있는 것으로 확인됩니다   금일 오전 10시 이후 복구 가능할 것으로 예상됩니다 ,기타
381902,상품설명에 나와 있는 상세 페이지 상단에 있다는 쿠폰은 도대체 어디에 있는 건가요 ,기타
381903,현재 쿠폰 소진 완료로 보이지 않을 수 있는 점 양해 부탁드려요 ,기타
381904,마일리지 사용 햇으면 마일리지 사용했으면 그만큼 덜 내는 게 맞는 거죠 ,기타
381905,주문건 현재 취소 상태로 보여 지셔서 자세한 사용내역이 안 보이시네요 다음번 구매 시 궁금하신 점 있으시면 다시 한 번 글 남겨주세요 ,기타
381906,쿠폰 다운로드가 안 되나요 ,기타
381907,네 쿠폰은 기간이 종료되어 다운로드가 어렵습니다 ,기타
381908,상품 할인 쿠폰 적용 언제부터 될까요 ,기타
381909,현재 할인 쿠폰 적용 예정은 제가 예상하기론 다음 주 월요일부터 될 듯한데 정확힌 시간까지는 모르겠어요 ,기타
381910,스팸 문자번호 지정된 거도 없습니다   저한테만 안 들어오는 건가요 ,기타
381911,죄송하지만 2차 재발송 완료된 건으로 개인정보를 위해 정확한 정보 확인 관련하여 구매해 주시는 몰고객센터로 확인 부탁드립니다 ,기타
381912,8 퍼센트  20퍼센트 중복 할인 페이지   메인에 되어 있는데 쿠폰 자체가 없는데 상품 수정을 혹시 안 하신 건가요 ,기타
381913,상품명 하단에 쿠폰받기를 클릭하시면 8퍼센트 쿠폰과 11톡친구 20퍼센트 쿠폰을 받으실 수 있습니다 ,기타
381914,쿠폰 적용이 왜 안 될까요 ,기타
381915,단일 품목 20  000원 이상 구매 시 적용됩니다 그 외에는 저희도 모릅니다 ,기타
381916,방금 2개 결제했는데 커피 사은품은 어떻게 받는 건가요 ,기타
381917,이벤트에 해당되시는 경우 7월 13일에 주문 정보에 기재된 번호로 일괄 지급되십니다 ,기타
381918,쿠폰 다운받았는데 결제할 때 쿠폰 사용이 안 되는데 어떻게 해야 하나요 ,기타
381919,해당 제품은 쿠폰 적용이 안 되는 제품이니 참고 부탁드립니다   추가 문의사항 있으시면 언제든 문의주세요 ,기타
381920,쿠폰 사용은 동일 상품 6천원 이상 구매 시에만 적용되나요 ,기타
381921,쿠폰이 6000원 이상 구매 시인데 총금액이 아닌 한 상품이 6000원이 넘어야 하더라고요 1개 구매 후 쿠폰 사용을 하시는 고객님들이 계셔 6000원으로 변경되었습니다 ,기타
381922,왜 쿠폰 적용이 안 되나요 ,기타
381923,현재 등급에 따라 쿠폰 적용 오류로 인해 일부 적용이 되지 않는 상품이 있는 것으로 확인되었습니다 ,기타
381924,VIP 생필품 쿠폰이어 딧다는 거죠 ,기타
381925,10    15    25퍼센트 쿠폰 발급 중이고 저희 제품은 10퍼센트  15퍼센트 중복 적용되십니다 ,기타
381926,쿠폰이 어디 있나요 ,기타
381927,현재 쿠폰 적용에 일시적으로 전산상 오류가 있는 것으로 확인됩니다 ,기타
381928,안심번호가 아닌데 왜 지급이 안 되는 거죠 ,기타
381929,주문 시 안심번호로 지정이 되어 있었으며 고객님의 구매 내역에서 확인이 가능하시니 참고 부탁드립니다 ,기타
381930,사은품 꼼꼼하게 챙겨서 보내주세요   커피 쿠폰이랑 상품권은 문자로 나중에 오나요 ,기타
381931,추후 담당 부서 확인 후 해당 고객님들께 일괄 발송 예정입니다 ,기타
381932,배송비 쿠폰은 어떻게 쓰나요 ,기타
381933,쿠폰은 결제하실 때 사용 가능하십니다 ,기타
381934,할인 쿠폰 다운받았는데 바로 사용 안되나요 ,기타
381935,문의 주신 쿠폰 사용 결제창에서 쿠폰 적용 가능함을 안 내드립니다 ,기타
381936,왜 쿠폰 적용이 안 되나요 ,기타
381937,현재 확인 결과 쿠폰 적용은 이상 없이 적용되고 있으며 자세한 상담을 위해 적용이 안 되시는 상황을 말씀해 주시면 신속하게 조취해 드리도록 하겠습니다 ,기타
381938,3000원 할인쿠폰 어떻게 받나요 ,기타
381939,문의하신 쿠폰 행사는 종료하였습니다 ,기타
381940,쿠폰 적용이 왜 안 되는 거죠 ,기타
381941,상품 설명 보시면 오늘은 VIP 데이클릭하셔서 식품 10퍼센트  25퍼센트 탭 클릭 후쿠폰 다운받으시면 정상 적용됩니다 ,기타
381942,15 프로썸머 후레쉬 쿠폰 적용 안되나요 ,기타
381943,아직 예정은 없으세요   더 다양한 쿠폰 행사로 다시 찾아뵙겠습니다 ,기타
381944,왜 잭립금은 사용 불가인 가요 ,기타
381945,적립금 사용하셔도 되요 ,기타
381946,15퍼센트 쿠폰받기를 누르니 발급이 종료되었다고 뜨는 데 이용 불가능한 건가요 ,기타
381947,제품 주문에 참고 부탁드립니다 ,기타
381948,스타벅스 기프티콘 언제 보내주시나요 ,기타
381949,5758 정보로 정상 발송 처리되었습니다 ,기타
381950,10   15퍼센트 쿠폰은 어디 있나요 ,기타
381951,쿠폰 소진 완료로 보이지 않는 것으로 파악되요 ,기타
381952,찜쿠폰 받앗는데 주문할 때 사용이 안 되서 용 어케 사용해야 하나요 ,기타
381953,다운로드된 매일유업 할인 쿠폰과 찜 쿠폰은 중복 적용이 불가능한 점 양해 부탁드립니다 ,기타
381954,설문조사 쿠폰이요 ,기타
381955,그러시면 구매하시구 여방법이 없어서 그러니 돌려받으실 계좌 남겨 쥬세요 ,기타
381956,신세계 상품권은 언제 보내주나요 ,기타
381957,1831 정보로 정상 발송 처리되었습니다 ,기타
381958,이 만원 이상 5프로쿠폰은 어떻게 적용 하나요 ,기타
381959,구매하실 때 자체 적용되실거에요 ,기타
381960,오늘 쿠폰 마감일인데 체다 치즈 안 되는 건가요 ,기타
381961,현재 다운로드 쿠폰에 관한 내용 확인하여 해결 중에 있습니다   최대한 빠르게 해결될 수 있도록 노력하겠습니다 ,기타
381962,쿠폰 사용이 왜 안 되죠 ,기타
381963,죄송하게도 쿠폰 사용의 경우 상황에 따라 제한이 되는 점 양해 부탁드립니다 ,기타
381964,상품 중복 할인 쿠폰 5천원은 제가 3개 구매하면 15000 할인이 아니죠 ,기타
381965,문의 주신 비사이 프로비타 제품은 공급사인 비사이의 정책에 따라 판매가격이 변경되었으며 이후 다시 가격이 내려갈 계획은 없습니다 ,기타
381966,신세계 상품권은 24일 날 문자 받았는데 스타벅스 쿠폰은 언제 보내주시나요 ,기타
381967,해당 옵션은 신세계 모바일 상품권 구성입니다 ,기타
381968,저번 달에 받은 3000원 할인 쿠폰이 사라졌네요 ,기타
381969,확인 후 답변드릴께요 ,기타
381970,꿀딜 쿠폰 적용 안되나요 ,기타
381971,해당 상품 현재 꿀딜 적용이 가능하오니 이용하시는 데 참고 바랍니다 ,기타
381972,쿠폰 다운 왜 안 되나요 ,기타
381973,쿠폰 다운이 정상적으로 다운됩니다만 몇몇 분 핸드폰이나 인터넷 환경에 따라 간헐적으로 오류나는 사항으로 보입니다 ,기타
381974,두 세트 주문했거든요 쿠폰 못 받았는데 몇 일에 보내셨어요 ,기타
381975,7월 30일 정상 발송 처리되었으며 스팸함 등 다시 한 번 확인 부탁드립니다 ,기타
381976,쿠폰이 어디 있나요 ,기타
381977,현재 쿠폰 적용에 일시적으로 전산상 오류가 있는 것으로 확인됩니다   오전 10시 이후 복구 가능할 것으로 예상됩니다 ,기타
381978,어떤 쿠폰을 써야 메인 화면 36440원으로 구매할 수 있나요 ,기타
381979,화이트 골드 400T 최대 할인가 36 440원 카드사별 할인 쿠폰 11퍼센트 최대 3000원 T맴 버십 할인7퍼센트 최대 3000원입니다 ,기타
381980,쿠폰은 어떻게 발급받나요 ,기타
381981,쿠폰 소진됨을 안 내드려요 ,기타
381982,9월 12일 특가 쿠폰 어디서 받나요 ,기타
381983,모바일로 확인 부탁드리겠습니다 ,기타
381984,아니 단품이 만원 넘어가는 게 없는데 그럼 쿠폰을 못 쓰는 건가요 ,기타
381985,단품 기준 2개 이상 주문하시면 쿠폰 사용 가능하십니다 ,기타
381986,문자로 쿠폰받았는데요 어떻게 사용하는 건가요 ,기타
381987,기간 내리뷰를 남겨주신 모든 고객분께는 날개퐁듀치즈 쿠폰을 정성스러운 포토 후기를 남겨주신 20분을 선정해 두끼 2인 시식권을 드리는 리뷰 이벤트를 하고 있습니다 ,기타
381988,주소 변경은 어떻게 하나요 ,기타
381989,요청하신 바와 같이 변경하여 발송될 예정이며 제품 수령 후 구매 확정꼭  부탁드립니다 ,기타
381990,쿠폰 적용이 안 되네요 ,기타
381991,이 제품은 쿠폰 적용이 안 됩니다 ,기타
381992,마트 데이 10퍼센트 쿠폰 쓸 수 없을까요 ,기타
381993,여름을 준비하는 칼로리케어 곤약 팝콘입니다   직접 쿠폰을 다운받으신 후 사용 가능하시며 10000원 이상 구매 시 10퍼센트 쿠폰이 사용이 가능하세요 ,기타
381994,티멤버쉽 적용 안되나요 ,기타
381995,최근 주문량이 너무 많아서 당초 T맴 버십 포인트 할인을 하려고 하였으나 1일 행사 주문 건이 밀려 있는 관계로 이번 6      12일 T맴 버십 행사는 참여를 하지 않았습니다 ,기타
381996,15일까지 티멤버십도 쓸 수 있는 건가요 ,기타
381997,티멤버쉽은 아마 종료될 껏으로 사료됩니다 ,기타
381998,5만원 이상 만원 쿠폰은 어디서 사용하는 건가요 ,기타
381999,1만원 할인 쿠폰은 분유제품에 적용이 가능한 쿠폰입니다 ,기타
382000,블랙 선식 1키로 상세페이지에 2만원으로 뜨는데 구매하기 누르면 쿠폰 할인하고도 22000원이네요 어느 게 맞나요 ,기타
382001,블랙 선식 500G 1KG 검은콩 선식 1KG 미숫가루 1KG 가격 변동이 잇엇습니다 ,기타
382002,쿠폰 발급 어디서 하나요 ,기타
382003,25일까지 쿠폰 할인 판매였습니다 제목이 수정이 안 되서 바꿔놓도록 할게요 ,기타
382004,쿠폰 적용을 어떻게 하나요 ,기타
382005,쿠폰은 하나의 폼목이 10000원 이상일 경우 사용이 가능합니다 ,기타
382006,쿠폰 할인이 안 되는데요 ,기타
382007,최대한 빠르게 확인하여 세팅하겠습니다 ,기타
382008,왜 쿠폰 적용이 안 되나요 ,기타
382009,디바이스 쿠키 값으로 적용이 안 되는 경우도 있는 듯하니 재부팅하여 시도 부탁드립니다 ,기타
382010,커피 쿠폰7    13일에 오는 거 아닌가요 ,기타
382011,해당 이벤트는 5만원 이상 구매 시 커피 기프티콘을 지급 드리는 이벤트였습니다 ,기타
382012,구매한 지 한 달인데요   저만 못 받은 건가요 ,기타
382013,8일 2차 재발송 완료되었습니다 ,기타
382014,15 프로쿠폰은 어떻게 적용이 되나요 ,기타
382015,세트 구성으로 할인이 들어갑니다 ,기타
382016,상품설명에 나와 있는 상세 페이지 상단 할인 쿠폰이 어디 있나요 ,기타
382017,현재 쿠폰 금액 소진 완료되어서 다운로드 불가한 점 양해 부탁드려요 ,기타
382018,구매하기 눌러서 쿠폰을 보면 없다고 나오고 쿠폰 다운을 눌러도 안 보이는데 쿠폰 3000원은 어떻게 사용하는 거죠 ,기타
382019,쿠폰 소진됨을 안 내드려요 ,기타
382020,베스킨 상품권 언제와 여   못 받앗는 데,기타
382021,oooo 정보로 정상 발송 처리되었습니다 ,기타
382022,단골 쿠폰 어떻게 써요 ,기타
382023,네 15000원 이상 쓸 수 있는 쿠폰은 한 가지 상품을 15000원 이상 구매하였을 경우 사용할 수 있는 것으로 확인되십니다 ,기타
382024,배송 올 때 쿠폰주는 거열무 5키로 배추김치 10키로 같이 시키면 1개만 주시나요 ,기타
382025,5KG 당 1개씩 지급됩니다   열무5KG 1개 지급 배추 10KG 1개 지급으로 총 2개 지급 드리는 게 맞아요 ,기타
382026,중복 쿠폰 적용이 안 되는데요 ,기타
382027,해당 내용 확인 후 수정하였으며 현재 적용되고 있습니다 ,기타
382028,쿠폰이 어디 있어요 ,기타
382029,쿠폰은 모바일로 확인 부탁드립니다 ,기타
382030,어디서 쿠폰을 받을 수 있나요 ,기타
382031,쿠폰 소진됨을 안 내드려요 ,기타
382032,25 프로 할인 쿠폰은 어디서 받나용 ,기타
382033,전일 14일 하루 동안 진행된 행사로 해당 할인 쿠폰 부분에 대해서는 안내드리기 어려운 점 양해 부탁드리겠습니다 ,기타
382034,15퍼센트 쿠폰 발급 아직 인가요 ,기타
382035,주문에 참고 부탁드립니다 ,기타
382036,아이스크림 쿠폰은 언제 도착 하나요 ,기타
382037,oooo 정보로 정상 발송 처리되었습니다 ,기타
382038,1만원 이상 사용 가능하다고 되어 있었는데 즉석 쿠폰 말고 찜 친구 추천 총 2천원 사용 못하나요 ,기타
382039,맛별로 1개의 상품으로 인식합니다   그래서 맛 중 1가지라도 2개 이상 선택되어야   적용됩니다 ,기타
382040,15 프로쿠폰받기가 어디 있죠 ,기타
382041,현재 쿠폰 금액 소진 완료되어서 다운로드 불가한 점 양해 부탁드려요 ,기타
382042,10 프로  15 프로로 되어 있는데 10 프로 할인은 안 되는 건가요 ,기타
382043,문의주 신 쿠폰 할인은 이미 종료되어 적용 불가한 점 양해 부탁드리겠습니다 ,기타
382044,할인 쿠폰이 변경됐나요 ,기타
382045,특별 행사 행사 이후 쿠폰 적용이 끝난 상품입니다   제품 주문에 참고 부탁드립니다 ,기타
382046,문의 400개 모카골드 OK캐쉬백 적립 가능한 건가요 ,기타
382047,네 OK캐쉬백 종이가 상품 안에 동봉되어 나갑니다 많은 이용 바라오며 오늘 하루도 즐거운 하루 되시길 바랍니다 ,기타
382048,꿀딜 쿠폰 적용은 이미 끝난 걸까요 ,기타
382049,확인 결과 현재 꿀딜 쿠폰이 적용된다고 하니 다시 확인 부탁드릴게요 ,기타
382050,할인 쿠폰이 어디 잇나요 ,기타
382051,문의하 신상품은 10일 단 하루 진행하는 할인행사로 현재는 쿠폰 다운이 되지 않습니다 ,기타
382052,왜 쿠폰 적용이 안 되죠 ,기타
382053,많은 분들이 생필품 VIP 쿠폰으로 잘못 받으셔서 적용이 안 된다 하십니다 ,기타
382054,20퍼센트 할인 쿠폰 끝난 건가요 ,기타
382055,할인 쿠폰은 콜센터로 문의 부탁드려요 ,기타
382056,사용한 쿠폰은 어디서 돌렵받을 수 있나요 ,기타
382057,해당 주문건 취소 완료되었습니다 ,기타
382058,쿠폰 어디요 ,기타
382059,쿠폰은 다운받으시면 되요 ,기타
382060,oooo 쿠폰 20퍼센트 쿠폰은 어디서 다운받을 수 있나요 ,기타
382061,15일 자정 12시부터 1시까지 시스템 오류 문제로 일시 쿠폰 사용이 안 되었습니다 ,기타
382062,쿠폰 왜 안 돼요 ,기타
382063,쿠폰 할인 행사는 11일 23시59분까지 진행되었으며 현재 종료되어 적용 중이지 않습니다 ,기타
