,utterance,category
223130,왜 취소되었나요 ,결제
223131,해당 상품은 품절 상품입니다   나의 쇼핑 정보에서 취소 사유 확인 가능합니다 ,결제
223132,주문 결재 완료했습니다   취소 확인하라는 문자가 왜 뜨는지요 ,결제
223133,고객님의 주문서는 정상적으로 결제 완료되었으며 주문하신 상품은 잘 챙겨서 출고해 드리겠습니다 ,결제
223134,취소된다는 말도 없이 갑자기 취소하고 환불  뭐죠,결제
223135,예상보다 더 많은 분들이 찾아주셔서 여유 있게 준비를 했는데도 너무 빠르게 소진이 되어버렸습니다 ,결제
223136,어제까지 배송도 안 되어서 취소 햇더니 취소 거부하시고 배송 중이라고 송장만 입력하시고 아직까지 택배 출발도 안 되어 있네요 ,결제
223137,택배사 확인 결과 택배기사님 꼐상품인도 되어 기사님께서 배송 중으로 확인되어집니다 ,결제
223138,중3KG 2 박스와 한 입이 키로 추가로 구매했는데 다른 거와 같이 주문했으니 자동 취소 아니겠죠 ,결제
223139,문의하 신상품은 자동 취소되지 않습니다 ,결제
223140,왜 취소가 됐는지 문의합니다 ,결제
223141,1키로는 포장 단위가 없어서 옵션 수량을 2개 이상으로 하셔야 출고가 가능해요 ,결제
223142,구매 취소를 하고 싶은데 어떻해야 되나요 ,결제
223143,취소 완료되었습니다 ,결제
223144,상품 주문했는데 배송 중이나 아직 송장조회가 안 되는 중행사해서 만원이나 싸네요 이전 주문 취소하고 새로 주문할 게요 그래도 되나요 ,결제
223145,온라인몰 특성상 부득이 하게 가격이 변동되는 점 양해 부탁드립니다 ,결제
223146,주문 취소시킨 이유는 ,결제
223147,농심 삼양 팔도 제품 입고가 안 되며 당분간 재입고가 힘들다고 합니다 ,결제
223148,어제 주문했다가 봉구스밥버거랑 차이 없을 것 같아서 취소 신청했는데 취소가 되었나요 ,결제
223149,고객님네 저희 쪽에선 취소가 된 것으로 확인됩니다 ,결제
223150,송장만 등록되고 아직 출고안 된 상품인데 왜 취소를 못해 주신다는 거죠 ,결제
223151,주문하신 상품 전일 출고되어 취소 어려운 점 양해 부탁드려요 ,결제
223152,저 첫 번째 꺼 만 취소하고 두 번째 주문한 상품은 취소한 적 없는데 취소되어 있어요 뭐죠 ,결제
223153,세부 내용 문자로 안내드린 점 참고 부탁드립니다 ,결제
223154,지금 취소 가능한가요 ,결제
223155,     오늘 출고가 되었어요 ,결제
223156,취소하라는 건가요 ,결제
223157,해당 건 확인 결과 3    16 금일 수령하신 부분으로 확인되며 송장번호 재차 조회부탁드려요 ,결제
289360,스타 마일리지 되나요 ,결제
289361,현재 일반 제품으로 발송됩니다 ,결제
289362,쿠폰 금액가가 어떻게 적용해야 저렇게 나오나요 ,결제
289363,죄송하게도 문의주신 내용 확인시 현재 기준 판매중지 및 쿠폰 확인되지 않아 문의주신 사항에 답변 안내를 드리기 어려운 점 양해 부탁드리겠습니다 ,결제
289364,첫 구매하려고 하는데 5 프로 쿠폰을 아무리 봐도 없는데요 ,결제
289365,쿠폰은 내일 쿠폰 적용될 예정이며 내일 다운로드가 가능합니다   고객님의 양해 부탁드립니다 ,결제
289366,10세트 주문했고 16일에 받았고 10일 도안 지난 상태에서 2000원이나 할인해서 소비자는 봉인가 ,결제
289367,각 판매처 등록된 상품마다 할인율 차이가 있을 수 있는 점 양해 부탁드려요 ,결제
289368,할인 쿠폰은 어떻게 받아야 되나요 ,결제
289369,저희가 몰에서 초록 홍합 오일을 구매하신 모든 분들께 매월 1일에 한 달 동안 이용이 가능한 30퍼센트 할인 쿠폰을 자동으로 발급해 드리고 있습니다 ,결제
289370,결제 시 금액과 할인금액이 다른데 결제 순간은 할인이 안 된 금액으로 결제되었는데 그게 맞는 것인지요 ,결제
289371,네  결제시 금액이 맞습니다 ,결제
289372,1만원 이상 5천원 할인 쿠폰 적용이 안 되네요 어찌 사용하죠 ,결제
289373,네 회원님 먼저 혼동을 드린 점 죄송하다는 말씀드립니다 ,결제
289374,쿠폰 다운받는 데가 없는데요 ,결제
289375,쿠폰 모바일에서 확인 가능한 것으로 보입니다  가격 옆에 쿠폰받기 확인 부탁드립니다 ,결제
289376,항 상 믿고 구매합니다 그리고 일단 찜한 스트어는 쿠폰 적용이 안 되나 봐요 ,결제
289377,저희를 믿고 늘 애용해 주셔서 대단히 감사드립니다   쿠폰의 경우 이상이 없었는데 저희가 한 번 더 확인해 보도록 하겠습니다 ,결제
289378,즉시 할인가 적용 왜 안 되나요 ,결제
289379,확인할게요 ,결제
289380,500원만 할인되어요 왜죠 ,결제
289381,모바일로 보시면 상품명과 가격 아래에 쿠폰받기 버튼 있으실거에요누르시면 10퍼센트 할인 쿠폰과 15퍼센트 쿠폰보이실거에요 ,결제
289382,주문하려는 데 핫세일이라 명시된 금액으로 구매가 안 되네요박력 1키로 2500원 안 되는 건가요 ,결제
289383,2500원 세일은 종료되었습니다 ,결제
289384,각각 따로따로 1개씩 구매해야 할인을 더 받는 건가요 ,결제
289385,본 상품은 동시에 구매하셔도 할인 금액 4380원으로 할인됩니다   오늘도 즐거운 하루 되세요 ,결제
289386,감귤 5KG 대과 가 80000원인데 85퍼센트 할인하여 12000원에 판매하신다는 겁니까 ,결제
289387,대과가 아니라 다른 옵션 가격들을 올리기 위해서 가격이 그렇게 된 거 뿐이예요 5키로 대 과실제 가격이 12000원이예요 8만원 정도 하는 귤은 레드향이나 천혜향들이예요 ,결제
289388,재구매 고객이여서 5퍼센트 할인 쿠폰이 있다는데 결제 페이지에서 사용하기가 안 되네요 어떻게 사용해야 하나요 ,결제
289389,문의하신 쿠폰은 동일 제품으로 만원 이상 선택하면 구매하기 쿠폰에서 선택 가능합니다 ,결제
289390,NH농협이든 20퍼센트 할인상품으로 광고했는데 할인이 안 되는데요 ,결제
289391,해당 메추리 알 상품은 농협 20퍼센트 할인상품이 아닙니다 ,결제
289392,10시 전부터 계속 보는데 쿠폰 없는데 다 들어디서 받는 건가요 ,결제
289393,쿠폰 적용에 오류가 있어 직접 할인 형식으로 추가 할인을 적용해 드렸습니다 ,결제
289394,주문하려다가 궁금해서 냄깁니다 추가 상품 선택란에서 특가는 뭔가요 ,결제
289395,저희 특가 제품은 보이차 선물세트이구요 이번 추석을 맞이하여 할인가로 진행하고 있습니다 ,결제
289396,저희 집 2키로 주문하고 친정에 2키로 보내드리려는데 5 프로 할인 쿠폰이 안 나오네요 어떻게 안 되나요 ,결제
289397,할인 쿠폰은 1회 구매에 적용이 되시는 거라 한 번 사용 후에는 재사용이 불가능하세요 ,결제
289398,저만 쿠폰이 안 보이나요 ,결제
289399,현재 쿠폰 적용 기능에 일시적으로 전산상 오류가 있는 것으로 확인됩니다   금일 오전 10시 이후 복구 가능할 것으로 예상됩니다 ,결제
289400,참치는 3만원 이상 5천원 할인 쿠폰 적용이 안 되는 상품인가요 ,결제
289401,저희 oo oo 도 꿀딜을 진행하고 있는 업체이므로 해당이 되요 ,결제
289402,여러 개 주문할 건데 더 추가로 할인이 될까요 ,결제
289403,100개 세트하시면 가능하시 구요 ,결제
289404,쿠폰 할인을 이렇게 올려놓으시면 안 되죠 8  000원이 최대 고만 25 프로 해놓으시면 되나요 ,결제
289405,옵션 설정으로 혼란을 드리게 된 것 같아요 ,결제
289406,쿠폰 월요일에 일괄 발급된다는 거 얼마 할인되는 쿠폰인 가요 ,결제
289407,금 토일 주문할인 쿠폰은 1000원 할인쿠폰이며 한 상품에 대해 일정 금액 이상 구매 시 사용 가능합니다 ,결제
289408,차이 할인받고 싶은데 차이 들어가서 결제할 때 2000원 할인이 안 되네요 어떻게 하면 할인받을 수 있나요 ,결제
289409,결제 관련 문의는 고객센터 이용 부탁드릴게요 ,결제
289410,장바구니 쿠폰은 상관없죠 ,결제
289411,네 모든 쿠폰 적용 후 실결제 금액 기준으로 지급되시는 점확인 부탁드리겠습니다 ,결제
289412,15퍼센트 쿠폰 적용이 안 되요저만 오류인가요 ,결제
289413,현재 오류가 된 부분 확인하고 해결하였습니다   다시 한번 결제해 보시고 안 되시면 다시 처리해드리도록 하겠습니다 ,결제
289414,문의 드려요 즉시 할인 없어졌나요 ,결제
289415,네 저희 지금 저렴한 금액에 판매되고 있습니다   주문해 주시면 15년 국내산 상품으로 보내드리겠습니다 ,결제
289416,10퍼센트로 할인은 어디에서 되나요 ,결제
289417,2개 입구입시 5 퍼센트 할인 3개 입구 입시 10퍼센트 할인된 금액으로 구입 가능하시도록 옵션에 가격 책정해 놓았습니다 ,결제
289418,즉시 할인 없어졌나요 ,결제
289419,현재는 행사가 마무리되었습니다 ,결제
289420,묵음배송은 쿠폰 혜택 못 받나요 ,결제
289421,아무래도 주말이 끼다보니 문의 답변이 늦는 점 양해 부탁드립니다   장바구니를 이용하면 묶음으로 구매하실 수 있으며 정상적으로 할인 쿠폰도 사용하실 수 있습니다 ,결제
289422,쿠폰 적용되시나요 ,결제
289423,그 쿠폰 보니 김치는 적용이 안 되는 듯해요 저도 쿠폰 포기하고 주문했어요 ,결제
289424,꿀딜 적용이 된다고 하셨는데 안 대네요 안 되는 건가요 ,결제
289425,꿀딜 적용되요   즐겁고 행복한 오후 되세요 ,결제
289426,천원 할인쿠폰 받았는데 왜 사용이 안 되는가요 ,결제
289427,한 품목 5만원 이상 구매 시 사용 가능합니다 ,결제
289428,할인 쿠폰은 어떻게 사용 하나요 ,결제
289429,해당 쿠폰은 동일 옵션으로 3만원 이상 구매하셔야 사용되는 쿠폰이니 구매에 참고 부탁드립니다 ,결제
289430,할인 적 용 어떻게 하나요 ,결제
289431,지금 쿠폰 적용에 일시적으로 전산상 오류가 있는 것으로 확인됩니다   금일 오전 10시 이후 복구 가능할 것으로 예상됩니다 ,결제
289432,어 제장 바구니에 넣을 때 적용되는 거 확인했고 상품 메인이미지 하단에도 쿠폰이 나오는데 지금은 막아놓은 건가요 ,결제
289433,해당 쿠폰 행사는 3월 11일까지 사용 가능한 쿠폰이었으며 현재 다른 쿠폰 행사를 진행하는 것으로 확인되고 있습니다 ,결제
289434,알림 표시했는데 할인된 건가요 ,결제
289435,할인 혜택 받으신 걸로 확인됩니다   결제 내역 참고해 주시면 됩니다 ,결제
289436,현재 가격이 19900원인데 22일 날 25000원 결제되었는데 이틀 사이에 할인을 더하는 건가요 ,결제
289437,답드렸습니다 ,결제
289438,두 개 이상 구매하려는 데 자동으로 할인이 안 되네요 어떻게 해야 하죠 ,결제
289439,해당 할인은 자동으로 이루어지므로 결제 화면까지 넘어가 보시면 확인이 가능하실 겁니다 ,결제
289440,쿠폰 사용하면 배송이 느리던 지 제고 없다 할꺼죠 ,결제
289441,그렇지는 않습니다   재고가 없을 시에 재고가 없다고 안내드리고 있고 쿠폰을 사용하신다고 해서 절대 배송이 느리 다 던지 재고가 없다고 하지 않습니다 ,결제
289442,oooo 3만 이상 구매 시 할인한다고 되어 있는데요 왜적용이 안 될까요 ,결제
289443,쿠폰 혜택 적용받으시고 최종 카드 결재 들어갈 때 자동으로 적용됨을 안 내드려요 ,결제
289444,T멤버십 10퍼센트라고 되어 있는데 결제 화면에 T멤버십 할인 받는 곳이 없어요 어떻게 하면 되나요 ,결제
289445,바로 구매를 누르시면 T맴 버십조회 및 적용하실 수 있는 탭을 확인하실 수 있으십니다 ,결제
289446,결제하려는데 찜 쿠폰 사용 페이지가 안 나오는데 어떻게 사용 하나요 ,결제
289447,찜 쿠폰은 단일 상품 2만원 이상 구매 시 사용 가능합니다 ,결제
289448,방금 450ML 짜리 5병시켰는데 쿠폰  이 안 써진 거 같아요서비스 1병은 라즈베리나 블루베리로 부탁드려도 될까요 ,결제
289449,쿠폰 사용은 2만4천 이상 결제시 자동 사용됩니다 서비스는 애플비트로 발송될 듯합니다 ,결제
289450,긴숟가락도요 그리고 저도 찜해서 쿠폰받았는데 할인이 안 되네요 다른 분들처럼 이것도 더 추가로 주스 하나 넣어 주심 안 될까요 ,결제
289451,네확인 드렸습니다 ,결제
289452,25 프로라 되있는데 쿠폰이 20 프로네요 ,결제
289453,쿠폰 적용 시 상품에 따라 최저가 달라질 수 있는 점 참고 부탁드립니다 ,결제
289454,49  900이라고 써 있는데 64  500나갔어요 가격은 49  000 써 있는데 왜 64  500나간 거죠 ,결제
289455,쿠폰 적용을 하고 결제하셔야 합니다 구매 건은 소비자 각자가 하는 것이라 저희가 중간 바꿔드리는 것이 불가능합니다 ,결제
289456,사업자인데 가게에서 사용하려고 하는데   가격 할인이 되는지요 ,결제
289457,지금 인터넷 가격으로 주문 주셔야 됩니다   추가 할인은 어려울 것 같습니다 ,결제
289458,워너비 쿠폰은 먼 가요 ,결제
289459,워너비 쿠폰은 어제 하루 진행된 쿠폰이었으며 이미 마감되었습니다,결제
289460,36000원인데 할인 안 되는 건가요 ,결제
289461,세일이 종료되면서 자정 오전 8시 중 일시적으로 상품 정가로 노출되었습니다 ,결제
289462,한 세트씩 두 번 결재하는 것도 파우치 주시나요 ,결제
289463,고객님이 번 행사 상품은 동일한 주소지로 2세트 이상 구매 시 트래블 파우치가 증정됩니다 ,결제
289464,블프 쿠폰 적용은 끝난 건가요 ,결제
289465,섬머블프 쿠폰의 영양제 부분은 현재 해외직구 제품만 해당 사항이며 이 제품 같은 경우는 수입 완제품으로 해외직구 제품에 해당이 되지 않아 적용이 어려운 것 같습니다 ,결제
289466,최대 할인 적용이 안 되네요   어떻게 해야 하죠 ,결제
289467,장바구니 쿠폰 다운 후 결제 시 적용해 주셔야 최대 혜택 가구입이 가능하십니다,결제
289468,혹시 저 할인 후 최종 결제금액이 69000원인데 7만 이벤트 적용 불가능한가요 ,결제
289469,7만원 이상 사은품은 결제금액을 대상으로 보내드리고 있어요 ,결제
289470,아광고 아니고 재구매했더니 온 쿠폰예요   따로 적용해서 쓰는 거죠 ,결제
289471,쿠폰이 있다면 쓰실 수 있습니다 재 구매 쿠폰도 있어요 ,결제
289472,즉시 할인 ,결제
289473,잠깐 동안 마감되었습니다 ,결제
289474,쿠폰 천원 받았는데 자동으로 설정되는 건가요 ,결제
289475,쿠폰 오류 대신 주스 한 병 더 넣어 보내드릴게요 ,결제
289476,10퍼센트 할인은 어떻게 받나요 ,결제
289477,저희가 상품 옵션에 할인된 금액을 넣어놓았습니다 2개 입 구입 시 5퍼센트 할인 3개 입구 입시 10퍼센트 할인된 금액으로 들어가 있는데요 ,결제
289478,왜 6300원 할인 안 하나요 ,결제
289479,네 시스템 상 할인 적용이 늦게 반영이 된 듯합니다   현재 정상적으로 할인 적용되고 있습니다 ,결제
289480,특가 진행 예정 없으시오 ,결제
289481,신년맞이 MT 기간 한정 이벤트로 무료 배송 진행한 적은 있으나 현재는 무료 배송 혜택이 종료된 상태입니다 ,결제
289482,쿠폰이 어디 있나요 ,결제
289483,모바일 앱에서 쿠폰 다운로드 및 적용이 가능합니다 ,결제
289484,꿀딜 쿠폰 사용할 수 없나요 ,결제
289485,GNM ooo oo    건강한 세상을 위한 아름다운 동행    복합 6중 기능성 저희 GNM ooo oo 밀크씨슬에 관심을 주셔서 대단히 감사해요 ,결제
289486,1번 상품 39900원이라고 표기해져 있는데 할인받는 화연 보면 42900원으로 기재되어 있는데 왜 그런가요 ,결제
289487,주문시 42 900원에서 3 000원 할인되어 39 900원으로 결제되실 겁니다 ,결제
289488,티멤버십 할인은 왜 안 떠요 ,결제
289489,14일 하루 행사라서 현재는 보너스 쿠폰 할인만 가능합니다 오늘도 ooo 건강과 함께 건강한 하루 되시길 바랍니다 ,결제
289490,3천원 할인 쿠폰 적용 안 되나요 ,결제
289491,3천원 할인 쿠폰은 모바일에서 적용 가능하오니 재확인 부탁드리겠습니다 ,결제
289492,참기름 180ML 선물용으로 개별 6개를 구매하고 싶은데 추가 옵션에서 3퍼센트 할인으로 하려니 추가 상품만 구매할 수 없다고 하네요 어떻게 하면 될까요 ,결제
289493,네 맞습니다   본 옵션을 최소 1개 구매할 경우 추가 상품 추가하여 같이 구매할 수 있습니다 ,결제
289494,20퍼센트 할인 쿠폰 눌러서 타고 들어오면 할인된 가격으로 뜨는 건가요 ,결제
289495,우선 광고를 보고 오셨다면 지금 이벤트가 할인된 가격 라 그냥 바로 구매하시면 됩니다 ,결제
289496,마트 전단 쿠폰 적용 마트 전단특가로 나와 있는데 쿠폰이 왜 적용이 안 되는 걸까요 ,결제
289497,마트 전단 특가는 저번 주에 잠깐 진행하였으며 현재는 진행 중이지 않아 적용이 되지 않은 것 같습니다 ,결제
289498,쇼핑 딜 떠잇는 데 가격은 2배 가까이 올랏 네 여시스템 오류 아닌가요 ,결제
289499,해당 상품 현재 할인행사가 진행 중인 상품이 아니며 상시 판매가로 판매 진행되고 있는 점 참고 바랍니다 ,결제
289500,쿠폰 적용가는 무슨 쿠폰 적용가인 가요 ,결제
289501,문의 해주셔서 감사해요   해당 딜은 꿀딜이랍니다 ,결제
289502,첨에 1개 주문하고 먹어보니 좋아서 3개 주문했는데 벌써 다 먹어가네요 이번엔 5개를 주문할려고 하는데 조금 저럼하게 해주실 수 없으신가요 ,결제
289503,우선 저희 제품은 애용해 주셔서 대단히 감사합니다   저희 제품은 온라인상으로만 주문 접수되고 있어 시스템상 특정 고객님께 할인 혜택이 적용되지 않는 점 양해 부탁드립니다 ,결제
289504,리빙 쿠폰 없나요 ,결제
289505,현재 진행하는 쿠폰은 없습니다 ,결제
289506,한 가지 맛만을 두통살시 할인이 되나요 ,결제
289507,할인을 받으시려면 1  주문창에서 초코맛    카라멜맛 둘 중 하나를 선택 후 2  2통짜리 할인옵션을 선택하고 주문하신 후에 3  배송 메세지에 원하는 맛을 적어주시면 되십니다 ,결제
289508,10890원에서 결제하려고 하면 12200원으로 바뀌는데요 ,결제
289509,확인되고 있지 않고 있습니다 ,결제
289510,이게 싼 거 맞나요 ,결제
289511,상품 금액의 경우 행사    쿠폰 등으로 수시 변동될 수 있는 부분으로 비교 후 구매 부탁드립니다 ,결제
289512,이 상품은 TOSS5 천 원장 바구니쿠폰도 적용 안 되는 제품인 거죠 ,결제
289513,결제된 게 맞습니다 금일 발송됩니다 ,결제
289514,2개 설정해도 할인 안 되네요 ,결제
289515,현재 고객님께서는 저희 오메가3 제품을 1개만 구매해주신 것으로 확인되요 ,결제
289516,3천원 쿠폰은 언제까지 하나요 ,결제
289517,9월 9일까지 행사 진행 잡혀 있으며 조기 종료될 수 있는 점 참고 바랍니다   오늘도 즐거운 하루 되세요 ,결제
289518,3만원 이상 결제 시에 천원 할인 쿠폰된다고 다운받았는데 왜 1가지 상품만 중복되었을 때만 할인이 적용되게 나오는지 궁금합니다   다른 종류 커피로 3만원 이상 주문하면 안 되는 건가요 ,결제
289519,현재 시스템상 그렇게 처리되는 것 같습니다   확인해보고 수정해보겠습니다 ,결제
289520,실버 3 퍼센트 쿠폰이 있는데 적용이 안 되서요혹시 어떻 적용하몀되나요 ,결제
289521,해당 쿠폰은 배송비 제외한 3만원 이상 상품 구매 시 적용되는 쿠폰이며 최대 1000원 할인됩니다 ,결제
289522,컬러푸드 쿠폰은 어떻게 적용 하나요 ,결제
289523,할인 쿠폰 누르면 있어요 ,결제
289524,1만원 이상 결제 시 쿠폰 사용 가능하다고 나와 있는데 결제 시 쿠폰 옵션이 뜨질 않아서요현재 적용 안 되나요 ,결제
289525,해당 쿠폰은 최종 결제금액이 아닌 상품별 1만원 이상 구매 시 적용 가능하십니다 ,결제
289526,oo카드가 oo카드인데 카드 할인 3천원됐겠죠 ,결제
289527,믿고 구매해주신 만큼 잘 검수하여 싱싱하고 맛있는 고구마로 배송할 수 있도록 할게요 ,결제
289528,며칠 전 구매했는데요주소 적용을 잘못하는 바람에 암튼 재구매하려 구하는데요중복 15프로 할인 쿠폰은 어디에 있나요 ,결제
289529,저희 상품을 이용해 주셔서 감사드리며 15 프로 중복 쿠폰의 경우 앵콜 전에서 행사를 진행했던 것으로 현재는 종료된 점 양해 부탁드립니다 ,결제
289530,재주문 배송비 할인은 어떻게 받나요 ,결제
289531,상품만으로 5만원 이상 주문하시면 됩니다   혹시 몰라서 쿠폰을 다시 발행해 드리겠습니다 ,결제
289532,카트 할인 적용이 안 되는 건 왜 그런 건가요 ,결제
289533,확인해볼게요,결제
289534,어떤 쿠폰 써야 16070원인 거에요 ,결제
289535,15퍼센트 할인 쿠폰입니다 ,결제
289536,할인금액 떠 있는데 주문 결제하기 창 들어가면 원래 가격이 결제금액으로 제시되는데 왜 그런 건가요 ,결제
289537,네 불편을 드려 죄송해요 지금 결제해 보시면 되세요,결제
289538,엄마가 2개를 구매하셨다는데 41600원이 결제가 되엇다는 데 할인금액이 아닌 거 같은데 어떻게 해야 하나요 ,결제
289539,현재 쇼핑몰 전산 내용으로 추가 할인 적용이 안 되고 있어요 ,결제
289540,할인이 안 되요 ,결제
289541,꾸미바이트 비타민 할인 행사는 8    25당일 진행으로 현재는 종료되었음을 안 내드립니다 ,결제
289542,최대 할인 5천원 해서 결제금액 5만원 배송비 별도라고 나오는데 장바구니로 넘어가면 최대 5천원 할인은 온데간데 없고 55000원 이렇게 나오네요 ,결제
289543,우선 알아보기 힘든 표기가 있었던 점 죄송합니다   혹시 추가 할인이 가능한 쿠폰이 있으셨다면 구매하기로 넘어가신 이후에 할인 및 포인트 쿠폰 사용 으로 들어가셔서 변경이 필요한 경우가 있습니다 ,결제
289544,3박스 선색해도 만원 할인 안 되는 되요 ,결제
289545,1박스 선택 후 추가 상품 7만원 삼품같이 결제하시면 됩니다 ,결제
289546,12    2에만 추가 15 프로 할인하는 건가요 ,결제
289547,2일 일요일만 할인이 가능하십니다 ,결제
289548,15 프로쿠폰은 어디서 받나요 ,결제
289549,주문에 참고 부탁드립니다 ,결제
289550,2000원 쿠폰 사용하고 싶은데요 결제할 때 쿠폰이 안보여요 쿠폰은 어떻게 사용하는 건가요 ,결제
289551,할인 쿠폰은 총결재금액이 12000원이 아닌 종류별 12000원 이상 구매가 되어야 할 인적용이 가능하도록 되어 있습니다 ,결제
289552,같은 상품 2박스를 구매해야 할인되나요 ,결제
289553,네 각각 단일 품목으로 등록되어 연동이 되지 않아요 ,결제
289554,옵션가는 33800인데 3000원 쿠폰 적용하니 32900이네요 왜 계산이 이럴까요 ,결제
289555,문의하 신상품 쿠폰 자동으로 적용되어 32 900원이 맞습니다   오늘도 즐거운 하루 되세요 ,결제
289556,꿀딜 적용이 안 돼서요   이제꿀딜 할인 안 되는 건가요 ,결제
289557,콜센터로 문의 부탁드려요 ,결제
289558,항상 잘 먹고 있습니다 재구매 고객 1000원 할인은 어떻게 받나요 ,결제
289559,구매하실 때 쿠폰 적용해주시면 됩니다 ,결제
289560,쿠폰가 어떻게 나오나요 11000원대 나오는데요 ,결제
289561,노출되는 쿠폰가 10 970원은 메인 상품인 그린    레드 기준으로 옵션가에 따라 달라지는 부분 양해 부탁드립니다 ,결제
289562,쿠폰이 없는데 어떤 쿠폰을 적용하는 걸까요 ,결제
289563,현재는 쿠폰 이벤트가 해제되었습니다 ,결제
289564,카드 할인 끝났나요 ,결제
289565,현재 카드 할인 행사는 종료되었습니다 ,결제
289566,쿠폰 어떻게 쓰나요 ,결제
289567,해당 쿠폰은 한 가지 옵션 2만원 이상 구매 시에만 적용 가능한 쿠폰입니다   주문하실 상품 개수를 높여보시면 적용 가능한 걸 보실 수 있습니다 ,결제
289568,아그럼 추가 상품에서는 고추가루 1근만 18500원에 가능한지 아니면 5근일 경우 5개 모두 할인되는지요 ,결제
289569,추가 상품에서는 수량 상관없이 3프로 다 할인됩니다   다만 아까 말씀드렸듯이 반드시 하나는 옵션에서 구매하셔야 추가 상품 선택이 가능합니다 ,결제
289570,골드인데 쿠폰 사용이 없네요 ,결제
289571,상품 구매하시고 배송정보기재 하시는 곳으로 넘어가시면 할인 및 포인트 부분에서 쿠폰 적용 누루시면 쿠폰 사용 가능하세요 ,결제
289572,어떻게 사야 10970원이 되는 건가요 ,결제
289573,15퍼센트 다운로드 쿠폰을 적용 시에 해당 판매가로 구매 가능한 부분이 오며 현재 쿠폰 할인 행사가 종료되었습니다 ,결제
289574,24 프로 할인되어 7400원이라 구매하려니 9000 얼마가 결제되는데 어떻게 해야 7400원에 살 수 있는 건가요 ,결제
289575,고객님께서 결제금액이 달리 보인다고 하신다면 판매자가 추측하기에 고객님께서 비회원으로 보고 계셔서 그럴 수 있습니다 ,결제
289576,500ML 로는 아이스로 몇 잔 정도 나올까요혹시 대량 구매하면 조금에 누리 가능할까요 ,결제
289577,웰던 커피는 인터넷으로만 판매를 하고 있는 점 참고 부탁드리겠습니다 더 치는 잔 크기에 따라 비율에 따라 차이가 있을 수 있습니다 ,결제
289578,oooo      oooo으로 할인하는 거 아닌가요 ,결제
289579,플레인만요 ,결제
289580,20 프로 쿠폰 더 이상 없나요 ,결제
289581,더 이상 사용이 불가능하시면 없는 것 같아요 ,결제
289582,할인해서 살 수 없나요 ,결제
289583,네 죄송하게도 할인 종료되어 도움 드릴 수 없는 점 양해 부탁드리겠습니다 ,결제
289584,T데이 할인 안 되는 건가요 ,결제
289585,저희 주문량이 너무 많아서 T맴 버십 할인은 참여 안 했습니다   참고해 주시길 바랍니다 ,결제
289586,만원짜리 쿠폰 글자 주 올라오던데 뭔말인가요 ,결제
289587,새로 주문하실 때에는 금액이 바르게 적용된 쿠폰으로 사용 가능하오니 참고 부탁드립니다 ,결제
289588,쿠폰이 왜 적용이 안 될까요 ,결제
289589,쿠폰 발급 및 행사는 저희가 관리하는 부분이 아니라서 답변 드리지 못하는 점죄 송합니다 ,결제
289590,15 프로쿠폰이 없나요 ,결제
289591,현재 15퍼센트 전산 작업 중으로 바로 확인이 어렵습니다   4시 이후 재확인 부탁드립니다 ,결제
289592,5 프로 할인 쿠폰은 다운받아 다음에 사용 가능하다는 건가요 ,결제
289593,상품 중복 할인 쿠폰으로 상품 1개에 대해 사용 가능하며 판매자 즉시 할인    상품 할인쿠폰과 중복하여 사용 가능합니다 ,결제
289594,이 페이지 내에서 39000원 어치 여러 상품 구매했는데 쿠폰 적용할 수 없는 건가요 ,결제
289595,다운 받으시는 쿠폰은 바로 사용하시는 게 아니라 다음번 구매 시에 적용되는 쿠폰들이 대부분입니다 ,결제
289596,쿠폰 할인 후 실 결제가 기준인가요 ,결제
289597,실결제금액이 7만원을 넘어야 사은품을 보내드리고 있어요 ,결제
289598,1만원 이상 찜 쿠폰 천원 사용 막아뒀나요 ,결제
289599,문의하신 쿠폰은 캡슐 선택 시 동일 제품으로 만원 이상 선택하셔야 구매하기 쿠폰에서 선택 가능합니다 ,결제
289600,쿠폰 적용가 17   640원이 안 되네요 ,결제
289601,우선 저희 측에서 쿠폰 현황을 확인할 수가 없어 다소 번거로 우시더라도 쿠폰 보기 메뉴에서 고객님께서 전체 쿠폰을 다운받으셨는지 확인 부탁드립니다 ,결제
289602,할인이 어제까지 엿나 보내요 오늘 아침 10시에 주는 쿠폰이 잇어서 그거 받아서 사려고 햇더니 가격이 올랏네요 이벤트 또 안 하시나요 ,결제
289603,행사 진행이 마감되었습니다   더 좋은 서비스를 위해 노력하고 있사 오니 앞으로도 많은 관심과 사랑 부탁드립니다 ,결제
289604,며칠 전의 할인가가 아니네 요 가격 할인 추석 전에 진행 여부 있으신가요 ,결제
289605,추석 전에 진행은 현재 마감되어 일정이 현재 나온 부분이 없습니다 ,결제
289606,두 개사먼 5 프로쿠폰이 왜 안뜨나요 ,결제
289607,쿠폰을 소지하고 계신다면 3만원 이상 5퍼센트 쿠폰 사용 가능하신 부분이세요 ,결제
289608,쿠폰 적용을 하라고 하시는데 쿠폰이 없어요   어떻게 적용하면 되는지요 ,결제
289609,구매하실 때 쿠폰 적용 누르시면 됩니다 ,결제
289610,보내주신 초록색 10 프로 할인 쿠폰 증정 구매 확정 후 리뷰 남겼는데 다시 재구매하려고 하니 쿠폰이 없네요 어떻게 쓰나요 ,결제
